date,predicted_index,real_price,regime_probability,simn,mn_ore,chn_electricity,met_coal,dry_bulk_freight,steel_etf,usd_inr,pick
2027-03-12,247.2341,215.0133,0.3007,101.20574547296489,635.338098462481,1256.036894692575,101.20574547296489,101.20574547296489,153.4631380267101,105.13929956228648,55.15659870233491
2027-03-19,246.6994,214.5483,0.3714,101.21207281574665,629.821904438534,1257.1474530244411,101.21207281574665,101.21207281574665,163.91802101583252,106.11068141246376,54.1832342121535
2027-03-26,245.0305,213.0969,0.3993,101.21808415779766,639.5353254822976,1189.0882712514815,101.21808415779766,101.21808415779766,153.02255799372708,106.71581521375579,57.10071435341567
2027-04-02,245.479,213.487,0.3697,101.22379526344928,624.595411109515,1181.8323045276454,101.22379526344928,101.22379526344928,139.38451826973312,107.34009475400539,55.257079151068886
2027-04-09,245.4983,213.5037,0.3545,101.22922111229477,625.5086944264825,1187.5560270075127,101.22922111229477,101.22922111229477,136.86221416154035,106.70512191174309,55.14744079736208
2027-04-16,245.6402,213.6272,0.3639,101.23437593808745,610.3597525493651,1088.2892777196319,101.23437593808745,101.23437593808745,136.33699512592597,107.32495477141708,54.4865675070903
2027-04-23,244.7573,212.8593,0.3566,101.23927326572688,595.4291685643834,1028.2225061604279,101.23927326572688,101.23927326572688,141.23679658034573,107.55474847099578,55.03450234711124
2027-04-30,244.6838,212.7954,0.3684,101.24392594642555,594.3476353107292,1065.8112789071615,101.24392594642555,101.24392594642555,142.85273414620224,109.43592087255715,55.56718664684477
2027-05-07,244.7424,212.8463,0.289,101.24834619114407,592.9613091928245,1039.9953498648026,101.24834619114407,101.24834619114407,148.6314993662068,110.13073622194142,52.22636885425666
2027-05-14,244.7296,212.8352,0.1675,101.25254560237893,621.3764603658707,1058.5887116219485,101.25254560237893,101.25254560237893,145.00231073345364,110.11147707538393,54.820163823061456
2027-05-21,244.8159,212.9102,0.2492,101.25653520438267,630.7014093952604,1049.1620694596395,101.25653520438267,101.25653520438267,155.31892986418325,108.70487420532653,56.03845363126462
2027-05-28,244.7296,212.8352,0.2402,101.26032547189286,635.3777373796047,1116.3656204283425,101.26032547189286,101.26032547189286,162.06154132263106,108.94059151871681,55.55603479168192
2027-06-04,244.8159,212.9102,0.2249,101.26392635744243,659.9230866956907,1068.0755479955258,101.26392635744243,101.26392635744243,164.0737006316326,108.61536732938562,60.67106872457059
2027-06-11,245.4172,213.4332,0.2599,101.2673473173207,658.6701023651129,1090.9930115948955,101.2673473173207,101.2673473173207,174.01109540343018,108.8939354019996,65.03828098627346
2027-06-18,244.8278,212.9206,0.2519,101.27059733625075,663.2080383530945,1104.8840551411959,101.27059733625075,101.27059733625075,178.83466536323954,109.67355655556217,60.81117727509613
2027-06-25,245.5443,213.5437,0.292,101.27368495084612,662.9361309323988,1071.0132634525921,101.27368495084612,101.27368495084612,167.32947311399525,109.00531578289426,61.75526667740816
2027-07-02,244.7416,212.8457,0.2332,101.27661827190656,666.5135844169289,1123.7392954975858,101.27661827190656,101.27661827190656,166.23416583745444,109.26717310343705,59.54163504336047
2027-07-09,244.8278,212.9206,0.2294,101.2794050056096,673.8854092092948,1136.7268744841242,101.2794050056096,101.2794050056096,166.67279024746216,108.95458425536806,60.50565739268873
2027-07-16,245.5443,213.5437,0.3472,101.28205247365226,671.0387046252952,1123.2834341279217,101.28205247365226,101.28205247365226,165.79234131695594,107.95208125619561,57.506505114103845
2027-07-23,244.7296,212.8352,0.3482,101.28456763239431,675.1711098292263,1119.6394958043616,101.28456763239431,101.28456763239431,163.9068452500523,107.89309088002601,60.48136353420977
2027-07-30,244.7007,212.8101,0.3755,101.28695709105233,665.6405729118806,1139.2448033647672,101.28695709105233,101.28695709105233,159.01190150353654,107.81477072983765,59.60342101841131
2027-08-06,244.8941,212.9783,0.2331,101.28922712899106,652.2574297715156,1088.3970808667946,101.28922712899106,101.28922712899106,164.7511864399752,107.74752146222416,56.46000153221443
2027-08-13,244.7296,212.8352,0.19,101.2913837121567,616.9983799687512,1078.6659666868798,101.2913837121567,101.2913837121567,170.8987949395334,109.50306663786489,56.25404851991474
2027-08-20,244.7296,212.8352,0.1744,101.29343250869424,627.1207430698238,1054.7795600202246,101.29343250869424,101.29343250869424,179.34268060606234,108.54816078198225,58.40726596382048
2027-08-27,244.7296,212.8352,0.0898,101.29537890378917,652.7800014121223,1032.6674399792973,101.29537890378917,101.29537890378917,183.34592959849738,107.00997884868816,55.70449938957245
2027-09-03,244.7296,212.8352,0.0267,101.29722801377181,641.7080419888526,1057.4945331678712,101.29722801377181,101.29722801377181,181.9514173806505,107.12984149594257,56.6186659046427
2027-09-10,244.8159,212.9102,0.1093,101.29898469952073,666.9451872726643,1025.6804665861043,101.29898469952073,101.29898469952073,188.63867602516146,107.64519430418505,58.16306468126466
2027-09-17,244.7296,212.8352,0.1039,101.3006535791997,674.4027292987366,1049.5789952837827,101.3006535791997,101.3006535791997,192.0053199295855,108.26304004513007,56.17483852164327
2027-09-24,244.8159,212.9102,0.1352,101.30223904036146,672.137623958717,1060.5458429692417,101.30223904036146,101.30223904036146,187.41735413640652,107.98357486310876,57.64283192192478
2027-10-01,244.8159,212.9102,0.1074,101.3037452514492,671.5414265352498,1063.6088068624572,101.3037452514492,101.3037452514492,214.62543893548963,108.64653214050396,56.45907255476799
2027-10-08,244.8159,212.9102,0.1032,101.305176172726,678.52209688104,1025.2894247364286,101.305176172726,101.305176172726,211.8671641673379,108.12764256799224,54.63834924175936
2027-10-15,244.7296,212.8352,0.1882,101.30653556666017,676.6782888535662,1046.6754241081048,101.30653556666017,101.30653556666017,211.68755927126148,108.31110310259854,52.7826112913897
2027-10-22,244.8159,212.9102,0.1819,101.30782700779378,674.0273935337457,1038.577393074203,101.30782700779378,101.30782700779378,225.5735172612891,108.17358148665498,57.55234273351344
2027-10-29,244.7296,212.8352,0.2403,101.30905389211964,682.7058739473391,1091.504027756771,101.30905389211964,101.30905389211964,234.31284815795348,108.94132287104206,58.7485560431563
2027-11-05,244.5313,212.6628,0.2244,101.31021944599155,687.6800667729831,1080.3077450885255,101.31021944599155,101.31021944599155,233.55454853665032,108.10541471894578,62.19714332530309
2027-11-12,244.3627,212.5161,0.2762,101.31132673459052,689.5202063068558,1083.0523676865598,101.31132673459052,101.31132673459052,221.3672070049423,107.91146672829416,63.809321307805945
2027-11-19,244.4489,212.5911,0.2183,101.3123786699693,673.2236489430485,1039.351454819275,101.3123786699693,101.3123786699693,215.99151457411494,107.60639386130258,62.96768905797208
2027-11-26,244.3133,212.4732,0.233,101.31337801869607,677.5705878534037,1049.2488989476176,101.31337801869607,101.31337801869607,218.020509564071,107.03040466577608,60.9768858382907
2027-12-03,244.3995,212.5482,0.2108,101.3143274091171,673.0837838972382,1004.5414511586287,101.3143274091171,101.3143274091171,208.44877809590056,108.52713712317149,58.985800776358076
2027-12-10,244.6472,212.7636,0.2692,101.31522933825754,651.3030000518937,1066.9580092353865,101.31522933825754,101.31522933825754,219.52882061812383,108.58246411499364,59.84620435208709
2027-12-17,244.8159,212.9102,0.2357,101.31608617837803,632.8268515011704,1121.5198335646126,101.31608617837803,101.31608617837803,238.35919808529158,109.94661190734655,58.71591146678259
2027-12-24,244.8941,212.9783,0.2516,101.31690018320451,612.8729438903055,1069.5452455624359,101.31690018320451,101.31690018320451,239.9865533624638,109.20103560558796,58.865486931589395
2027-12-31,244.7296,212.8352,0.2422,101.3176734938473,598.5008088113418,1053.3843879586827,101.3176734938473,101.3176734938473,253.26788058504636,108.55887454334483,62.98678713360233
2028-01-07,244.7296,212.8352,0.2742,101.31840814442502,590.7544591367089,1094.7712454215716,101.31840814442502,101.31840814442502,251.34113107832587,108.69025771944241,62.594234827532816
